[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=2018HybrideTripleAxis, Owner=User-1, Creation date=19/10/2018 14:17:25"
Comment - 2,"Goniometer=PW3050/20 HR  (Theta/2Theta); Minimum step size 2Theta:0.001; Minimum step size Omega:0.001"
Comment - 3,"Sample stage=MRD Cradle; Minimum step size Phi:0.01; Minimum step size Psi:0.01; Minimum step size X:0.01; Minimum step size Y:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=XPERT-MPD"
Comment - 5,"Measurement program=Manual, Owner=stephanie, Creation date=29/04/2019 14:13:33"
Comment - 6,"Fine Calibration Offset for 2Theta = 2.919 deg"
Comment - 7,"Fine Calibration Offset for Omega = 2.880 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 30
File date and time,29/avr./2019 14:38
Unit cell,
h k l, 0 0 0
Scan axis,2Theta
Scan range,-0.6950,0.6950
Scan step size,0.0100000
No. of points, 139
Scan type,CONTINUOUS
Omega,0.000
Phi,0.00
Psi,0.00
X,6.00
Y,35.00
Z,0.000
Time per step,1.00
[Scan points]
Angle,Intensity
-0.6900,1.0
-0.6800,2.0
-0.6700,2.0
-0.6600,2.0
-0.6500,0.0
-0.6400,3.0
-0.6300,0.0
-0.6200,2.0
-0.6100,3.0
-0.6000,2.0
-0.5900,1.0
-0.5800,4.0
-0.5700,2.0
-0.5600,2.0
-0.5500,1.0
-0.5400,0.0
-0.5300,0.0
-0.5200,2.0
-0.5100,3.0
-0.5000,2.0
-0.4900,2.0
-0.4800,3.0
-0.4700,3.0
-0.4600,4.0
-0.4500,4.0
-0.4400,2.0
-0.4300,7.0
-0.4200,5.0
-0.4100,5.0
-0.4000,8.0
-0.3900,9.0
-0.3800,8.0
-0.3700,12.0
-0.3600,8.0
-0.3500,13.0
-0.3400,9.0
-0.3300,9.0
-0.3200,22.0
-0.3100,39.0
-0.3000,31.0
-0.2900,46.0
-0.2800,194.0
-0.2700,1566.0
-0.2600,9404.0
-0.2500,25693.0
-0.2400,38628.0
-0.2300,41446.0
-0.2200,27676.0
-0.2100,10052.0
-0.2000,2071.0
-0.1900,799.0
-0.1800,3544.0
-0.1700,18789.0
-0.1600,49076.0
-0.1500,81471.0
-0.1400,103272.0
-0.1300,100296.0
-0.1200,80964.0
-0.1100,56384.0
-0.1000,31074.0
-0.0900,14558.0
-0.0800,21963.0
-0.0700,50528.0
-0.0600,84560.0
-0.0500,108514.0
-0.0400,117064.0
-0.0300,117847.0
-0.0200,116062.0
-0.0100,104435.0
0.0000,80702.0
0.0100,54676.0
0.0200,44280.0
0.0300,58409.0
0.0400,84327.0
0.0500,107719.0
0.0600,118707.0
0.0700,119200.0
0.0800,104558.0
0.0900,74085.0
0.1000,38849.0
0.1100,11792.0
0.1200,4628.0
0.1300,13389.0
0.1400,34446.0
0.1500,60590.0
0.1600,85537.0
0.1700,93915.0
0.1800,72596.0
0.1900,39136.0
0.2000,11707.0
0.2100,2022.0
0.2200,367.0
0.2300,209.0
0.2400,921.0
0.2500,3960.0
0.2600,5210.0
0.2700,1644.0
0.2800,211.0
0.2900,36.0
0.3000,14.0
0.3100,10.0
0.3200,14.0
0.3300,8.0
0.3400,9.0
0.3500,9.0
0.3600,5.0
0.3700,2.0
0.3800,4.0
0.3900,6.0
0.4000,9.0
0.4100,9.0
0.4200,9.0
0.4300,4.0
0.4400,2.0
0.4500,2.0
0.4600,3.0
0.4700,1.0
0.4800,0.0
0.4900,5.0
0.5000,1.0
0.5100,3.0
0.5200,6.0
0.5300,3.0
0.5400,1.0
0.5500,3.0
0.5600,2.0
0.5700,0.0
0.5800,2.0
0.5900,0.0
0.6000,1.0
0.6100,1.0
0.6200,0.0
0.6300,1.0
0.6400,1.0
0.6500,2.0
0.6600,2.0
0.6700,1.0
0.6800,1.0
0.6900,2.0
